Name	Value	Count	Avg
Mẹt - Bún Đậu Mắm Tôm	8	2	4
Mẹt Quán - Bún Đậu Mắm Tôm	7	2	3.5
Metro 9 Cafe	52	13	4
Metro 9 Cafe - Đường Số 41	34	10	3.4
Metro An Phú	6	2	3
Metro Bình Phú	7	2	3.5
Metropole - Tiệc cưới & Hội nghị	24	7	3.43
Mewhite Cafe & Cinema - Tô Hiến Thành	18	5	3.6
Mewhite Coffee and Cinema	45	9	5
Mexico candy online	0	1	0
Mì - Lẩu gà tiềm ớt hiểm Ola	5	1	5
Mì 7 Tô - Nhà Hàng Cầu Vồng	89	25	3.56
Mi Blythe - Bánh Macaron	3	1	3
Mi Blythe The Dessert	13	3	4.33
Mì Cay & Cơm Chảo - Gia Hân Hân	6	2	3
Mì Cay 353	10	2	5
Mì Cay BoongBoong	5	1	5
Mì cay Hàn Quốc - Bùi Minh Trực	24	6	4
Mì cay Hàn Quốc Quả Cầu Lửa	5	2	2.5
Mì Cay HanVi	17	4	4.25
Mì Cay Hara	5	2	2.5
Mì cay Hara - Đường D2	4	1	4
Mì Cay Hot Zone	16	4	4
Mì Cay Khuya	40	10	4
Mì cay Kore	21	6	3.5
Mì cay Lutupu	15	3	5
Mì cay NAGA	167	52	3.21
Mì Cay Naga - 224 Phạm Văn Đồng	37	12	3.08
Mì Cay Naga - 3 tháng 2	40	10	4
Mì Cay Naga - Ba Tháng Hai	4	1	4
Mì Cay Naga - Đường 3 Tháng 2	74	21	3.52
Mì cay Naga - Hà Huy Giáp	4	1	4
Mì Cay Naga - Hàn Thuyên	94	27	3.48
Mì Cay Naga - Lạc Long Quân	30	8	3.75
Mì Cay Naga - Mì cay 7 cấp độ - Phạm Văn Đồng	32	8	4
Mì Cay Naga - Phạm Văn Đồng	48	17	2.82
Mì Cay Naga - Phạm Văn Hai	50	14	3.57
Mì cay Naga 353	52	11	4.73
Mì Cay Naga Viper 7 Cấp Độ	16	6	2.67
Mì Cay Nasin	47	14	3.36
Mì Cay Omega - Lý Tự Trọng	4	1	4
Mì Cay Ông Trí	23	6	3.83
Mì Cay Ông Trí 	12	3	4
Mì Cay Ớt Ma	47	11	4.27
Mì Cay Quả Cầu Lửa	35	9	3.89
Mì Cay Quả Cầu Lửa - Nguyễn Trãi	5	1	5
Mì Cay Quả Cầu Lửa - Trường Sơn	28	6	4.67
Mì Cay SamYang	15	5	3
Mì cay Sasin	83	21	3.95
Mì Cay Sasin -  Đặng Văn Bi	8	2	4
Mì Cay Sasin - Đường D2	8	2	4
Mì Cay Sasin - Mì cay 7 cấp	20	5	4
Mì cay Sasin - Nguyễn Thái Sơn	7	2	3.5
Mì Cay Sasin - Phổ Quang	6	2	3
Mì Cay Sasin - Tân Kỳ Tân Quý	16	4	4
Mì cay Sasin - Vành Đai Trong	4	1	4
Mì Cay Sasin Tân Phú	24	5	4.8
Mì Cay Seoul	9	2	4.5
Mì Cay SiWon	9	2	4.5
Mì Cay Sobin	24	6	4
Mì Cay ToGo	0	1	0
Mì Chỉ Cá - Cháo cá 243	7	2	3.5
Mì Chú Tắc - Bà Huyện Thanh Quan	7	2	3.5
Mì Chú Tắc - Kỳ Đồng	15	5	3
Mì đường - THPT Nguyễn Chí Thanh	4	1	4
Mì Dymsum - Nguyễn Thị Thập	4	1	4
Mì Eno - Sư Vạn Hạnh	45	11	4.09
Mì Gà Quay San San	6	2	3
Mì gà quay San San - Hoa Lan	13	3	4.33
Mì Gà Quay San San - Hoàng Sa	61	13	4.69
Mì Gà Quay San San - Phú Nhuận	68	17	4
Mì Ga Xe Lửa 	4	1	4
Mì gà, Sủi Cảo - Nguyễn Trãi	44	11	4
Mì Gao	4	2	2
Mì Gia 79	4	1	4
Mì Gói Xào Bò	6	2	3
Mì Hải Ký	4	1	4
Mì Hàn Quốc - 3 Tháng 2	27	10	2.7
Mì Hàn Quốc - Hàm Nghi	19	6	3.17
Mì Hàn Quốc - Hoàng Diệu	4	1	4
Mì Hàn Quốc - Nguyễn Văn Trỗi	37	10	3.7
Mì hến chị Vân	4	1	4
Mì Hến Dì Lan - Nhà thờ Xóm Chiếu	45	9	5
Mì Hến Thiện	7	2	3.5
Mì Kéo Kungfu Khải Ký - Điểm Tâm Hongkong	37	9	4.11
Mì khô xá xíu - Cô Giang	5	1	5
Mi Mi	0	2	0
Mi Mi Hi Karaoke - Trần Thiện Chánh	8	3	2.67
Mi Mi Karaoke - Đồng Đen	6	2	3
Mi Mi Nguyễn 	0	4	0
Mì Ốc Hến Dì Lan	15	4	3.75
Mì Ốc Hến Dì Lan - Ngô Văn Sở	7	2	3.5
Mì Ốc Hến Dì Lan - Tôn Thất Thuyết	5	2	2.5
Mì Ốc Hến Tư Thủy	5	1	5
Mì Ốc, Hến Dì Lan - Ngô Văn Sở	14	3	4.67
Mì Ốc, Hến Dì Lan - Xóm Chiếu	4	1	4
Mì Phục Hưng	15	3	5
Mì Phục Hưng - Chu Văn An	4	1	4
Mì Quảng - Don Quỳnh Khương	8	2	4
Mì Quảng 3 Anh Em	15	3	5
Mì Quảng 3 Anh Em - Cách Mạng Tháng 8 	4	1	4
Mì Quảng 3 Anh Em - Lê Văn Sỹ	7	2	3.5
Mì Quảng 76	8	2	4
Mì Quảng 85	8	2	4
Mì Quảng Ăn Là Nhớ - Cửu Long	8	2	4
Mì Quảng Ăn Là Nhớ - Trần Quốc Thảo	17	4	4.25
Mì Quảng Hoa Tranh	5	1	5
Mì Quảng Mỹ Sơn - Phan Xích Long	4	2	2
Mì quảng NGON - Phạm Văn Đồng	5	1	5
Mì Quảng Nhớ Là Đến	13	3	4.33
Mì Quảng Nhớ Là Đến , Mì Quảng Thịt Nướng	10	2	5
Mì Quảng Phố Hội - Nguyễn Thị Thập	8	2	4
Mì Quảng Phố Thị - Cách Mạng Tháng 8	8	2	4
Mì Quảng Phố Thị - Đinh Tiên Hoàng	31	8	3.88
Mì Quảng Sông Trà	10	3	3.33
Mì Quảng Thủy Cát	4	1	4
Mì Quảng Trộn - Nguyễn Kiệm	8	2	4
Mì Quảng Trộn - Nguyễn Thị Huỳnh	9	2	4.5
Mì Quảng Trộn Anh Út - Nguyễn Tử Nha	5	1	5
Mì Quảng trộn Anh Út - Nguyễn Văn Cừ	14	3	4.67
Mì quảng Trộn cô Ân	12	3	4
Mì Ramen Eno - Mì Nhật Sư Vạn Hạnh	22	6	3.67
mì samyang	5	1	5
Mì Sốt Trộn A Ngon	0	4	0
Mì sủi cảo Hà Tôn Quyền	35	7	5
Mì sườn bò 459	8	2	4
Mì Thòong - Mì Ý Giá Việt	5	2	2.5
Mì Triều Châu - Bình Phú	5	1	5
Mì Udon 235 Thống Nhất	20	5	4
Mì Vĩnh Lợi - Hải Thượng	3	1	3
Mì Vịt Tiềm - Hoàng Diệu	4	1	4
Mì vịt tiềm 35k - Phan Đăng Lưu	2	1	2
Mì vịt tiềm 93	5	1	5
Mì vịt tiềm 93 - Minh Phụng	4	1	4
Mì Vịt Tiềm 93 - Thành Thái	6	2	3
Mì Vịt Tiềm A Cón - Quang Trung	14	4	3.5
Mì Vịt Tiềm Hải Ký	7	2	3.5
Mì Vịt Tiềm Thượng Hải - Gò Dầu	5	1	5
Mì Vịt Tiềm Thượng Hải 481	7	2	3.5
Mì xào Ga xe lửa	15	3	5
Mì Xào Giòn A. Kiệt	5	1	5
Mì xứ Quảng - Cơm tấm - Ăn vặt Chili Đà Lạt	4	1	4
Mì Ý - Mỹ Nguyễn	0	1	0
Mì Ý Double B	153	40	3.82
Mì Ý đút lò Sociu - Vĩnh Viễn	16	4	4
Mía Facebook 1 - Quán Giải Khát	12	3	4
Mia Fruit - Trái Cây Rau Củ Sạch	8	2	4
Mianmi Hair Studio - Lê Trọng Tấn	8	2	4
Michio Cafe	93	19	4.89
Micky's Store	0	1	0
Miến Cua 94	5	1	5
Miến Cua 94 - Chính Gốc	26	8	3.25
Miền Đồng Thảo Cafe	28	8	3.5
Miến Ghẹ Thái 361	1	2	0.5
Miến Lươn & Bún Thang - Đường A4	6	2	3
Miến Lươn Thanh Thảo - Lý Tự Trọng	4	1	4
Miền Thảo Mộc	12	4	3
Miền Thảo Mộc - Cafe Sân Vườn	17	5	3.4
Miền Trung Ơi - Huỳnh Văn Bánh	15	3	5
Miêu Coffee - Bùi Thị Xuân	13	4	3.25
Miggy's gelato	11	3	3.67
Miix Milk Tea - Trà Sữa Xô	8	3	2.67
Miko Cakes - Tiệm Bánh Online	27	7	3.86
MIKU SUSHI & BBQ	54	12	4.5
MIKU Sushi & BBQ - Chung Cư Miếu Nổi	24	6	4
Milano Coffee - 453 Điện Biên Phủ	9	2	4.5
Milano Coffee - Bà Hom	7	2	3.5
Milano Coffee - Bin Bin	10	2	5
Milano Coffee - D5	3	3	1
Milano Nam Long - Trần Trọng Cung	10	2	5
MILD Tea	0	6	0
Milk Bar - Lê Quý Đôn	52	13	4
Milk Tea	5	1	5
Milk Tea Land 	0	3	0
Milkbar	233	49	4.76
Milkbar - Lê Quý Đôn	58	15	3.87
MilkTea 2H - Lê Quang Sung	5	1	5
MiMi 9 Karaoke	3	2	1.5
Mimi Ngọc	6	2	3
Mimi Thành Thái Karaoke	7	2	3.5
Mimosa Cafe - Bình Phú	4	1	4
Mimosa Coffee - Bàu Cát 2	9	2	4.5
Min Coffee	12	3	4
MiN Coffee - Nguyễn Tri Phương	20	5	4
MiN Coffee - Võ Văn Tần 	20	5	4
Min Food - 42 Đống Đa	65	13	5
Min Pizza - Bác Ái	2	2	1
Mineral Spa - Nguyễn Thái Bình	8	2	4
Ming Dynasty - Ẩm Thực Trung Hoa	20	5	4
Ming Dynasty - Món Hoa - New World Saigon Hotel	8	2	4
Minh Hiếu Nguyễn	15	5	3
Minh Ký Mì Gia - Tạ Uyên	8	2	4
Minh Nguyên Hà	3	1	3
Minh Thư	9	3	3
Minh Thư Coffee Shop - Nguyễn Trãi	24	5	4.8
Minh Tú - Bánh Cuốn	12	2	6
Minhh Tuấn	0	1	0
Mini Cake 	0	7	0
Mini Food	3	2	1.5
Mini Stop - Bạch Đằng	11	3	3.67
Mini Stop - Bùi Viện	11	3	3.67
Mini Stop - Cách Mạng Tháng 8	28	7	4
Mini Stop - D2	16	4	4
Mini Stop - Đặng Văn Ngữ	16	4	4
Mini Stop - Đào Duy Từ	7	2	3.5
Mini Stop - Điện Biên Phủ	6	2	3
Mini Stop - Đường D2	11	3	3.67
Mini Stop - Hòa Hưng	19	5	3.8
Mini Stop - Hoàng Hoa Thám	7	2	3.5
Mini Stop - Lam Sơn	8	2	4
Mini Stop - Nguyễn Đình Chiểu	33	9	3.67
Mini Stop - Nguyễn Hồng Đào	20	5	4
Mini Stop - Nguyễn Kiệm	11	3	3.67
Mini Stop - Nguyễn Thị Minh Khai	28	9	3.11
Mini Stop - Nguyễn Văn Đậu	55	11	5
Mini Stop - Phạm Viết Chánh	19	5	3.8
Mini Stop - Quách Văn Tuấn	8	2	4
Mini Stop - Tân Sơn Nhì	7	2	3.5
Mini Stop - Trần Doãn Khanh	13	4	3.25
Mini Stop - Trần Thiện Chánh	12	3	4
Mini Stop - Vũ Huy Tấn	14	4	3.5
Mint And Paul - Cafe & Restaurant	8	2	4
Mint and Paul Cafe Restaurant	16	4	4
Mint Jen	0	9	0
Mintie.the.cake	77	22	3.5
Mira chan's Merry Shop	5	1	5
Miracle Desserts Cafe	7	2	3.5
Mirai - Nhà Hàng Nhật	15	4	3.75
Mirai Sushi	24	6	4
Misaki House	6	2	3
Misaki House - Món Nhật	14	4	3.5
Misaki Sushi	16	5	3.2
Misa's Cake & Drink	0	2	0
Miss D	9	3	3
Miss4april 	0	1	0
MiTau - Quán Ăn Huế	4	1	4
miuu.icecream	0	1	0
Mix Max - Trái Cây Dầm Tự Chọn	6	2	3
Mix Max - Trái cây lắc	53	11	4.82
Mixu-Puli Store	6	2	3
Miya Sushi & BBQ	144	37	3.89
Mizuwa Tea - Cộng Hòa	11	3	3.67
Mizuwa Tea - Trà Sữa	4	1	4
MK Restaurant	0	2	0
MNS ICE SNOW - Đá Bào Mật Trái Cây Rừng - Quang Trung	7	2	3.5
Mo Mo Paradise - Nguyễn Thị Minh Khai	36	9	4
Mo Mo Paradise - Vincom Mega Mall Thảo Điền	17	4	4.25
MOB - Beer Club	12	3	4
MOB - Beer Club - Nam Kỳ Khởi Nghĩa	8	2	4
Mobile Đài Loan	15	3	5
Mộc - Bánh Mì Nướng - Hồ Tùng Mậu	8	2	4
Mộc - Riêu & Nướng	44	10	4.4
Mộc - Riêu & Nướng - Võ Văn Kiệt	8	2	4
mộc cafe	20	4	5
Mộc Cafe - Nguyễn Đình Chiểu	20	5	4
Mộc Garden	1	1	1
Mộc Hi-End Cafe - Hoa Mai	6	2	3
Mộc Hỷ - Rau Củ Quả Sạch	8	2	4
Mộc Lan Spa	7	2	3.5
Mộc Quán 	4	1	4
Mộc Quán - Lam Sơn	5	1	5
Mộc Riêu Nướng	9	2	4.5
Mộc Trà - Tú Xương	8	2	4
Mochi Sweets - Bitexco Tower	8	5	1.6
Mochi Sweets - Crescent	20	4	5
Mochi Sweets - Parkson Hùng Vương	8	2	4
Mochi Sweets - Trần Hưng Đạo	8	2	4
Mochi Sweets - Vincom	20	5	4
Mochi Sweets - Vincom B	4	1	4
Mochi Sweets - Vincom Center A	12	3	4
Mochi Yuu	3	1	3
Mochido - Parkson Cantavil	6	2	3
MockingBird Cafe	59	15	3.93
Moda Coffee House	28	7	4
Moda House Coffee - Tô Ký	9	2	4.5
MOF Japanese Dessert Cafe - Crescent Mall	46	12	3.83
MOF Japanese Dessert Cafe - Hùng Vương Plaza	4	1	4
MOF Japanese Dessert Cafe - Kumho Asiana	38	10	3.8
MOF Japanese Dessert Cafe - Lê Duẩn	4	1	4
MOF Japanese Dessert Cafe - Lê Lợi	88	22	4
MOF Japanese Dessert Cafe - Parkson Hùng Vương	38	10	3.8
MOF Japanese Dessert Cafe - Saigon Pearl	28	6	4.67
MOF Japanese Dessert Cafe - SC VivoCity	11	3	3.67
MOF Japanese Dessert Cafe - Somerset	171	37	4.62
MOF Japanese Dessert Cafe - UnionSquare	9	2	4.5
MOF Japanese Dessert Cafe - Vincom Center	32	8	4
MOF Japanese Desserts and Dining - Vivo City	150	30	5
MOF Japanese Sweets & Coffee - Hùng Vương Plaza	44	11	4
MOF Japanese Sweets & Coffee - Lê Lợi	52	13	4
MOF Japanese Sweets and Coffee - Crescent Mall	52	13	4
MOF Japanese Sweets and Coffee - Kumho Asiana	77	16	4.81
MOF Japanese Sweets and Coffee - Sài Gòn Pearl	36	9	4
MOF Japanese Sweets and Coffee - Somerset	5	1	5
MOF Japanese Sweets and Coffee - Vincom Center	68	17	4
Mogu Mogu BBQ - Nguyễn Đình Chiểu	8	4	2
Mọi Mọi Sả Gừng	12	3	4
Mol Celar	5	1	5
Molinari - Cafe Văn Phòng Sang Trọng	6	2	3
Molino Coffee 24h Pasteur	16	4	4
Mom Make	0	1	0
Mommy Spa	15	4	3.75
Momo Paradise - Buffet Lẩu Nhật	20	4	5
Mon Chéri	51	12	4.25
Mon Chéri - Trái Cây	18	4	4.5
Mon Hue	111	31	3.58
Món Huế - Lê Văn Sỹ	4	1	4
Món Huế O Hiệp - Cộng Hòa	0	3	0
Món Lạ - Lẩu Cua Đồng	4	1	4
Món Ngon Của Ngoại	5	1	5
Món Ngon Lê Nguyễn - Đường Số 4	8	2	4
Món Ngon Mẹ Làm	15	3	5
Món Ngon Nam Bộ	35	7	5
Món Ngon Ngày Tết Bobby Phan Tấn Thịnh	4	1	4
Món Ngon Nhà Quê - Giao Hàng Tận Nơi	9	2	4.5
Món NGON Nha Trang	6	2	3
Món Ngon Việt Nam Restaurant & Cooking Class	8	2	4
Monkey in Black - Lê Văn Sỹ	175	35	5
Monkey In Black - Sư Vạn Hạnh	112	28	4
Monkey in Black - Trần Quang Khải	64	16	4
Monkey In Black Cafe - Lê Văn Sỹ	81	22	3.68
Monkey In Black Cafe - Sư Vạn Hạnh	65	18	3.61
Monkey In Black Cafe - Trần Quang Khải	78	20	3.9
Mono Brunch & Coffee	35	7	5
Monologues - Cafe Sách	4	1	4
Monsieur Takano Coffee & Tea	32	8	4
Monsieur Takano Tea and Cake	16	4	4
Monsoon Restaurant & Bar Saigon	158	39	4.05
Moo Beef Steak	276	63	4.38
Moo Beef Steak - Đồng Khởi	39	10	3.9
Moon & Sun Fresh Ice Cream - Homemade	4	1	4
Moon Cat Gift	75	15	5
Moon Fast Food	124	31	4
Moon Fast Food - Món Hàn - Xuân Hồng	23	6	3.83
Moon Fast Food - Xuân Hồng	55	15	3.67
Moon Light Karaoke	4	2	2
Moonfly - Chấn Hưng	4	1	4
Moonlight Cafe & Lounge	4	1	4
Moonlight Cafe Rooftop	16	4	4
Moon's Kitchen - Hoa Mai	52	13	4
Moon's Kitchen - Korea BBQ & Coffee	32	8	4
Moon's Kitchen - Korea BBQ. Beer. Coffee	11	3	3.67
Moss Kafé - Đường 3 Tháng 2	7	2	3.5
Mosskafe - Ba tháng Hai	12	3	4
Một Mình Cafe	8	2	4
Motif Coffee - Đường số 6	31	7	4.43
Motif Coffee Take Away	11	3	3.67
Motif Coffee Take Away Hậu Giang	60	12	5
Motown Gastropub	12	4	3
Motown Gastropub Saigon	24	6	4
Mountain Retreat	446	103	4.33
Mountain Retreat - Vietnamese Cuisine - Lê Lợi	8	2	4
Mountain Retreat - Vietnamese Restaurant	15	3	5
Movie Măm Măm - Cafe & Xem Film	11	3	3.67
Mr BBQ - Nướng Ngoài Trời	5	1	5
Mr Potato - Lê Lai	8	2	4
Mr Potato - Sư Vạn Hạnh 	13	3	4.33
Mr. BBQ & SsAm	12	4	3
Mr. Cake	16	4	4
Mr. Cake - Lê Văn Sỹ	7	2	3.5
Mr. Cake - Tân Phú	8	2	4
MR. CRAB - Bờ Kè Lâm Viên	2	1	2
Mr. DEE Crescent Mall - Món Tráng Miệng	7	2	3.5
Mr. DEE Nguyễn Kiệm - Món Tráng Miệng	8	2	4
Mr. DEE Võ Văn Tần - Món Tráng Miệng	12	4	3
Mr. Kiss	5	1	5
Mr. Kiss - Nhà Hàng Hàn Quốc	10	2	5
Mr. Ox	12	4	3
Mr. Park - Sườn Nướng Hàn Quốc	40	10	4
Mr. Park - Sườn Nướng Hàn Quốc 	9	2	4.5
Mr. Park Vũng Tàu	10	2	5
Mr. Pig - Xiên Nướng Đồng Giá	7	2	3.5
Mr. Potato - Hùng Vương Square	32	8	4
Mr. Potato - Lê Lai	156	41	3.8
Mr. Potato - Sư Vạn Hạnh	169	43	3.93
Mr. Tí Đô - Nguyễn Ảnh Thủ	32	8	4
Mr. Tí Đô Coffee	44	11	4
Mr.8 Coffee - Cách Mạng Tháng 8	18	6	3
Mr.8 Coffee - Cách Mạng Tháng Tám	36	9	4
Mr.8 Coffee - Hai Bà Trưng	6	2	3
Mr.BBQ - Ẩm thực Hàn Quốc	13	5	2.6
Mr.Dee - AEON Mall Tân Phú	12	3	4
Mr.Dee - Cresent Mall	16	4	4
MR.DEE - Võ Văn Tần	68	17	4
Mr.F House Coffee	8	2	4
Mr.Pizza - Nguyễn Văn Linh	3	1	3
ms.eagle_bakery	6	2	3
MT's House	0	5	0
Mưa Coffee	15	4	3.75
Mùa Vàng - Ẩm Thực Vùng Miền	13	3	4.33
Mực 1 nắng Nha Trang - Lý Thường Kiệt	5	1	5
Mực 280 - Mực Một Nắng Chiên Nước Mắm	8	2	4
Mực Rim Cam - Shop Online	9	2	4.5
Mực rim ROBOT	3	1	3
Mumtaz	100	30	3.33
Mumtaz Indian Restaurant	137	34	4.03
Muối É – Bánh Canh Hẹ & Lẩu Gà Lá É	12	3	4
Mười Tâm 2 - Cháo Bầu	8	2	4
Mường Thanh Sài Gòn Hotel	8	2	4
Musa - Cà ri Ấn Độ	12	3	4
Musa - Cà Ri Dê Ấn Độ	10	4	2.5
Mxinh Spa & Beauty Center - Tôn Dật Tiên	8	2	4
My Banh Mi	861	192	4.48
Mỳ cay NAGA - Lạc Long Quân	12	3	4
My Chicken Run	36	9	4
My Chicken Run - Nguyễn Văn Thủ	60	12	5
My Dimsum	94	27	3.48
Mỹ Dung	0	3	0
Mỳ Dym Sum	12	3	4
Mỹ Lan - Bánh Cá Nướng Taiyaki	24	6	4
My Life Cafe - Trần Hưng Đạo	33	9	3.67
My Life Cafe - Trương Định	63	16	3.94
Mỹ Mãn Karaoke	7	2	3.5
Mỳ Sủi cảo Dim-Sum Đồng Đồng	3	1	3
My Sushi	162	39	4.15
My Time Spa	9	3	3
Mỹ Trân - Lạp Xưởng & Bánh Pía	8	2	4
Mỹ Viện Callalily - Massage Body Tinh Dầu	6	2	3
MYLIFE Cafe - Trần Hưng Đạo	12	3	4
MyLife Coffee - Trần Hưng Đạo	33	7	4.71
Mynt Bakery online	40	8	5
MZ coffee - restaurant	190	41	4.63
MZ Coffee Restaurant	71	18	3.94
n.d.store - Đồ ăn Hàn Quốc	50	13	3.85
Na À Na	10	2	5
Na Shop	0	1	0
Nailxinh.org - Hoàng Văn Thụ	8	2	4
Nak Spa - Hai Bà Trưng	8	2	4
Nally Trần	5	6	0.83
Năm Ghiền - Quán Cơm Tấm	8	2	4
Nam Giao - Món Huế - Lê Thánh Tôn	7	2	3.5
Nam Hy Cafe 	8	2	4
Nam Lợi Quán - Hủ Tiếu Cá	33	9	3.67
Năm Lửa 4 - Linh Trung	8	2	4
Năm Mười Mười Lăm	63	13	4.85
Năm Mười Mười Lăm Cafe	12	3	4
Nấm Nhật Thiên Mộc Linh	8	2	4
Nấm Nhật Thiên Mộc Linh - Mỹ Thái	8	2	4
Nam Phan - Finest Vietnamese Seafood	4	1	4
Nam Phong Cafe - Bãi Cháy	3	1	3
Năm Sánh 2 - Bò Tơ Tây Ninh	4	1	4
Nam Sơn	5	1	5
Nam Thủy - Cầy Tơ 9 Món	3	2	1.5
Nama Chocolate Corner - Cửa Hàng Socola Tươi	324	65	4.98
Namaste India	231	58	3.98
Namiko Kitchen	15	3	5
NAMO Artisanal Pizzeria	260	62	4.19
Namu Sushi - Trần Khánh Dư	8	2	4
nana food	0	1	0
Nanachan Crepes	45	9	5
nanafood 	3	1	3
Nana's Crepes	28	7	4
Nàng Cua Quán - Nguyễn Công Trứ	12	4	3
Nàng Gánh - Gánh Hàng Rong	6	2	3
Nắng Xanh Spa	8	2	4
Nano Nature Spa	3	2	1.5
NaPeach24	0	1	0
Napoli Cafe - 3 Tháng 2	2	1	2
Napoli Coffee	9	2	4.5
Napoli's Pizaa & Caffe	181	41	4.41
Napoli's Pizza - Đông Du	8	2	4
Napoli's PIZZA & CAFFE - Lý Tự Trọng	20	5	4
Nathalie’s Thái	8	2	4
Natraj	178	40	4.45
NATRAJ - Món Ăn Ấn Độ	24	6	4
Natu House	8	2	4
Nature Republic - Spa Nature Skin Care	12	3	4
Nâu Cáo - Shop Online	10	2	5
Nâu Nâu	3	1	3
NẤU TIỆC TẠI NHÀ	20	4	5
Nâu-Nấu 	3	1	3
Nâu's Food Ship thức ăn nhanh	5	1	5
NaVy Shop	6	2	3
NCook	48	19	2.53
NCook - Giao Đồ Ăn Đêm SG	70	14	5
Neko SuShi - Nguyễn Trãi	39	10	3.9
Neko Sushi & Okonomiyaki	31	8	3.88
Nem Ân Điển	7	2	3.5
Nem khoai ngõ Hài Tượng	5	1	5
Nem Nướng Bà Sáu	5	1	5
Nem Nướng Bánh Cuốn - D2	10	2	5
Nem Nướng Bến Có Trà Vinh	5	1	5
Nem Nướng Chợ Lớn	5	1	5
Nem Nướng Chợ Lớn - Giao Hàng Tận Nơi	7	2	3.5
Nem Nướng Cô Út  Đà Lạt	5	1	5
Nem nướng Đà Lạt	0	1	0
Nem Nướng Gánh - Phạm Ngọc Thạch	4	1	4
Nem Nướng Hùng Vân - Bùi Thị Xuân	5	1	5
Nem Nướng Lụi 	10	2	5
Nem Nướng Mỹ Hảo - Đặc Sản Ninh Hòa	6	2	3
Nem Nướng Nahutha - Thích Quảng Đức	7	2	3.5
Nem Nướng Ngọc Nam	7	2	3.5
Nem nướng Nguyễn Đặng	0	1	0
Nem nướng Nha Trang - Hoàng Diệu	10	2	5
Nem Nướng Nha Trang Bé Thảo	16	4	4
Nem Nướng Quế Quân	4	1	4
Nem nướng Thống Nhất	4	1	4
Nem tươi Cô Tư Sài Gòn	3	1	3
Nem Vuông - Nguyễn Thị Minh Khai	15	3	5
Nemo - Ăn Vặt Cá Viên Chiên	8	2	4
Nến Cafe - Trần Huy Liệu	18	7	2.57
Nep Restaurant	121	26	4.65
Nest Cafe - Bitexco Tower	12	6	2
Nét Huế 33 Nguyễn Chí Thanh	4	1	4
New Epoch Cafe	25	6	4.17
New Epoch Teashop	34	8	4.25
New Epoch Teashop - Trần Minh Quyền	75	15	5
New Life Coffee	11	3	3.67
New Look Vn	9	2	4.5
New Space Cafe - DJ Shisha	5	1	5
New World Saigon Hotel	30	7	4.29
New York Steakhouse & Winery	8	2	4
Newdays "Japanese Matcha & Coffee" - Vincom Plaza Gò Vấp	16	4	4
Newdays "Japanese Matcha Cafe" - Phan Xích Long	12	4	3
NewDays Matcha & Coffee - Cống Quỳnh	26	7	3.71
NewDays Matcha & Coffee - Đường Số 7	13	4	3.25
NewDays Matcha & Coffee - Phan Xích Long	42	9	4.67
NewDays Matcha & Coffee - Vincom Lê Văn Việt	7	2	3.5
Newlife Gym	9	2	4.5
Newtown Coffee	5	1	5
Ngẫm Cafe - Nhẹ Nhàng & Ấm Cúng	8	2	4
Ngan Bui	0	2	0
Ngan Kim	0	2	0
Ngân Ngô	0	2	0
Ngan Vuong PG Choco	25	5	5
Ngân's Store 	0	2	0
Nghi Phương	0	2	0
Nghĩa Phát - Quán Nhậu Hải Sản	12	4	3
Nghĩa Răng Thỏ	3	1	3
Nghiện Quán	0	3	0
Ngõ - Vincom	8	2	4
Ngõ - Vincom Center	128	32	4
Ngõ 8 - Trà Chanh & Lẩu Riêu Cua Đồng	44	11	4
Ngõ 8 - Trà Chanh & Lẩu Riêu Cua Đồng - Cù Lao	82	24	3.42
Ngõ 8 - Trà Chanh & Lẩu Riêu Cua Đồng - Trương Định	39	10	3.9
Ngõ 8 - Trương Định	80	20	4
Ngõ 89 - Trà Chanh & Nem Chua Rán	12	6	2
Ngô nướng phô mai Taiwan Dian Xin	4	1	4
Ngộ Quán - Ẩm Thực Chay	7	2	3.5
Ngò Rí - Nhà Hàng Thái Lan	7	2	3.5
Ngò Rí Conriander	3	1	3
Ngô Tuệ Minh	3	1	3
Ngọc Anh Spa & Massage - Mai Thị Lựu	11	3	3.67
Ngọc Bích - Cơm Gà Nướng 	7	2	3.5
Ngoc Chau Garden	327	72	4.54
Ngọc Châu Garden - Home Cooked Vietnamese Restaurant	8	2	4
Ngoc Ha Nguyen	3	1	3
Ngọc Hân - Đặc Sản Tây Ninh	24	6	4
Ngoc Hue	39	10	3.9
Ngọc Lan Drink 	4	1	4
Ngọc Lan Drink - Đường số 18	28	7	4
Ngọc Minh - Phở Khô Gia Lai	8	2	4
Ngọc Nga - Bánh Flan Thập Cẩm	29	8	3.62
Ngoc Nhu Nguyen	15	5	3
Ngọc Phương Nghi Trần	15	5	3
Ngọc Sương - Sương Nguyệt Ánh	20	5	4
Ngọc Sương Bến Thuyền - Nguyễn Văn Trỗi	16	4	4
Ngọc Trâm	5	1	5
Ngói Đỏ BBQ	8	2	4
Ngôi Làng Bắc Âu - AEON Mall	9	2	4.5
Ngôi Nhà Số 7 Cafe	5	2	2.5
Ngon Asia House	76	19	4
Ngon lạ online	0	8	0
Ngon Ngon - Nhà Hàng Bò Tơ 7 Món 	5	2	2.5
Ngon Như Bún	9	3	3
Ngon Restaurant	102	27	3.78
Ngọt shop	10	2	5
