Name	Value	Count	Avg
Sân Khấu Kịch Hoàng Thái Thanh	7	2	3.5
Sân Khấu Kịch Hồng Vân - Sân Khấu Kịch Phú Nhuận	20	5	4
Sân Khấu Kịch IDECAF	12	3	4
Sân Khấu Kịch Nụ Cười Mới	8	2	4
Sân Khấu Kịch Sài Gòn - Nhà Hát Đại Đồng	6	2	3
Sân Khấu Thế Giới Trẻ	12	3	4
Sân Khấu Trống Đồng	11	3	3.67
San San - Mì Gà Quay - Hoa Lan	18	5	3.6
San San - Mì Gà Quay - Hoàng Sa	30	8	3.75
Sân Vận Động Hoa Lư 	16	4	4
Sancho's Craft Beer - Bùi Viện	9	3	3
Sandos Saigon	127	27	4.7
SandwichClub Saigon	198	46	4.3
Sanji - Mì Cay & Fastfood	17	4	4.25
Sante' Go Coffee	6	2	3
Santorini Bingsu & Kids	24	6	4
SANTORINI Bingsu & Kids Cafe	21	5	4.2
Santorini Bingsu & Kids Coffee	26	6	4.33
Sao Biển - Bò Tơ Xuân Đào	8	2	4
Sao Biển Coffee & Restaurant	4	1	4
Sao Cũng Được	4	1	4
Saphire - Tiệc Cưới & Hội Nghị	10	4	2.5
Sapinkie - Ăn vặt 4 Teen	51	13	3.92
Sarpino The Manor - Pizza Up	101	33	3.06
Saru - Nem Nướng Đà Lạt	5	1	5
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc	124	40	3.1
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - D2	46	13	3.54
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Nguyễn Thái Sơn	19	5	3.8
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Phổ Quang	6	2	3
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Tân Kỳ Tân Quý	36	10	3.6
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Vành Đai Trong	7	2	3.5
Satay Corner - Bùi Viện	4	1	4
Sầu riêng Ri 6 Bình Thạnh 	0	1	0
Savouré - Trần Khánh Dư	12	3	4
Savouré Bakery - Hùng Vương	7	2	3.5
Savouré Bakery - Trần Khánh Dư	7	2	3.5
Savouré Cake	19	8	2.38
Sax N’ Art Jazz Club	8	2	4
Say Cafe - Acoustic	4	1	4
Say Coffee - Điện Biên Phủ	40	10	4
Say Coffee - Sư Vạn Hạnh	327	85	3.85
sberrymilkk	6	4	1.5
SC VivoCity - Nguyễn Văn Linh	12	3	4
SC VivoCity Shopping Center	55	14	3.93
Scoozi Pizza	164	47	3.49
Scott & Jeremy's	227	52	4.37
Sea Spa & Nail - Nam Kỳ Khởi Nghĩa	9	2	4.5
Seafood In The United Kingdom: Lobster - Tôm Hùm; Mussels - Vẹm Xanh	5	1	5
Secret Garden - Vietnamese Restaurant & Tea House	52	13	4
Secret Garden Home-cooked Vietnamese Restaurant	458	104	4.4
Secret Tea - Phan Xích Long	12	4	3
Seed Cafe	9	2	4.5
Select Cafe	8	2	4
Selfie Food & Drinks	6	2	3
Selfie House - Trà Sữa & Thế Giới Ăn Vặt	7	2	3.5
Selfie Restaurant - Beefsteak Mỹ	14	4	3.5
Sen Spa - Đông Du	8	2	4
Sen Thị Quán - Nguyễn Huệ	7	2	3.5
Sen Việt Coffee - Beer Club Garden	5	1	5
SencaféXpress - Bread & Coffee to go	8	2	4
Sense Coffee - Tô Ngọc Vân	5	1	5
Sentosa Food – Cháo Ếch Singapore	24	6	4
Sentosa Food - Cháo Ếch Singapore - Hồng Hà	9	3	3
Sentosa Food - Cháo Ếch Singapore - Phan Xích Long	20	6	3.33
Sentosa Food - Cháo Ếch Singapore - Quang Trung	14	4	3.5
Sentosa Food - Cháo Ếch Singapore - Tô Hiến Thành	23	6	3.83
Seol Hwa - Bingsu Sữa Bào Tuyết Hoa	80	20	4
Seol Hwa - Bingsu Sữa Bào Tuyết Hoa - Hàm Nghi	46	12	3.83
Seol Hwa - Bingsu Sữa Bào Tuyết Hoa - Phan Xích Long	25	6	4.17
Seoul Deli & Shop	8	2	4
Seoul Garden - Buffet Lẩu & Nướng	39	10	3.9
Seoul Garden - Buffet Lẩu & Nướng - Nam Kỳ Khởi Nghĩa	20	5	4
Seoul Garden - Buffet Lẩu & Nướng Vincom	28	7	4
Seoul House - Món Hàn Quốc - Bùi Thị Xuân	8	2	4
Sepia - Nhà Hàng Hải Sản	8	2	4
Sesan - Nhà Hàng Hải Sản	5	1	5
Seven - Nước Ép Nguyên Chất	8	2	4
Seven Days Coffee	29	8	3.62
Seventh Lowcarb	20	4	5
Seventh Palace - Trung Tâm Hội Nghị & Tiệc Cưới - Nguyễn Thị Thập	8	2	4
SH Garden	177	44	4.02
Shabu Kichoo - Lẩu & Nướng Nhật - Vincom Center	12	3	4
Shabu Ya - Buffet Lẩu Nhật	84	21	4
Shabuya - Buffet Lẩu Nhật - SC VivoCity	31	8	3.88
Sharing Coffee - Võ Văn Tần	6	2	3
She Cafe	28	7	4
She Cafe - Cafe Cho Phái Đẹp	50	14	3.57
She Cafe - Pasteur	16	4	4
Shelter Coffee & Tea	82	21	3.9
Shelter Coffee & Tea - Cao Thắng	7	2	3.5
Sheraton Restaurant - Sheraton Hotel	12	3	4
Sheraton Saigon Hotel & Towers	32	8	4
Shi Fu Dimsum - Phú Mỹ Hưng	8	2	4
Shi-fu Dimsum House	72	25	2.88
Shi-Fu Dimsum House - Nguyễn Thị Minh Khai	31	8	3.88
Shin Coffee - Nguyễn Thiệp	28	6	4.67
Shine Coffee - Tân Sơn Nhì	8	2	4
Shinsen Sushi	79	25	3.16
Ship Đồ Ăn Đêm Toàn SAI GON	15	5	3
Ship Do An Ngay Dem	26	7	3.71
Shiraishi Ramen - 18 Phạm Viết Chánh	15	3	5
Shop & Go - 152B Trần Hưng Đạo	8	2	4
Shop & Go - 50 Xô Viết Nghệ Tĩnh	8	2	4
Shop & Go - Bình Long	4	2	2
Shop & Go - Nguyễn Cửu Vân	13	3	4.33
Shop & Go - Nguyễn Đức Cảnh	9	2	4.5
Shop & Go - Nguyễn Kiệm	8	2	4
Shop & Go - Phan Đình Phùng	16	4	4
Shop & Go - Trần Bình Trọng	0	4	0
Shop 105	0	61	0
Shop bánh ngọt La Gourmandise	15	3	5
Shop Bánh Yin Su - Online	9	2	4.5
Shop Hoa La Rose - Lê Lai	9	2	4.5
Shop Hoa Tươi Ideas1000 Factory	8	2	4
Shop Linh Nguyên	4	1	4
Shop Mẹ Nai - Tiệm Bánh Homemade - Shop Online	8	2	4
Shop Muối Thái	0	4	0
Shop O,lala...!	0	1	0
Shop Trái Cây 141 - An Dương Vương	12	3	4
Shop.zizilovely88	30	6	5
Shri - Rooftop Restaurant & Lounge	12	3	4
Shri Restaurant & Lounge	468	106	4.42
Shrine Cocktails & Dining	109	22	4.95
Shu Coffee - Quang Trung	4	1	4
Shu Spa & Clinic	8	2	4
Shu Tươi Pudin - Shop Online	19	5	3.8
Shynh Beauty - Kỳ Đồng	8	2	4
Siam Office Lunch	27	9	3
Siam Thai	41	18	2.28
Siam Thai Restaurant	1	1	1
Siam Thai Restaurant - Món Thái	14	4	3.5
Siêu Cua - Cua 5 Sao - Giá Vỉa Hè	0	4	0
Siêu Thị C&C	11	3	3.67
Siêu Thị Co.opMart - Cống Quỳnh	24	6	4
Siêu Thị Co.opMart - Đinh Tiên Hoàng	12	3	4
Siêu Thị Co.opMart - Lý Thường Kiệt	12	3	4
Siêu Thị Co.opmart - Nguyễn Đình Chiểu	8	2	4
Siêu Thị Co.opMart Phú Lâm	8	2	4
Siêu thị Hàn Quốc Emart - Phan Văn Trị	9	2	4.5
Siêu thị Lotte Mart 	56	14	4
Siêu Thị Maximark Cộng Hòa	4	1	4
Siêu Thị Tóc - Tân Sơn Nhì	7	3	2.33
Siêu Thị US.Mart	9	3	3
Silver Creek City Resort - An Phú Đông	11	3	3.67
Simple Coffee	0	1	0
Simple Coffee - Acoustic Live	9	2	4.5
Simple Coffee - Trương Quốc Dung	7	2	3.5
Simple Food & Beverage	45	9	5
Simple Food & Beverage 	4	1	4
Singapore Food	35	12	2.92
Sinh Đôi Karaoke	7	3	2.33
Sinh Tố & Trà Sữa - Bà Huyện Thanh Quan	9	2	4.5
Sinh Tố 142	29	6	4.83
Sinh Tố 142 - Lý Chính Thắng	8	2	4
Sinh Tố 15 - Nguyễn Kim	8	2	4
Sinh Tố 167	7	2	3.5
Sinh tố 4 mùa 	3	1	3
Sinh Tố 444 - Lê Quang Định	0	1	0
Sinh tố bơ bịch Vylovely's house 	5	1	5
Sinh tố bơ Đắk Lắk - Nơ Trang Long	4	1	4
Sinh Tố Buôn Mê - Hoa Cúc	20	6	3.33
Sinh Tố Buôn Mê - Lê Văn Sỹ	7	2	3.5
Sinh tố E2	4	1	4
Sinh Tố Mãn Hán - Lạc Long Quân	20	5	4
Sinh Tố Mát Mát - Kỳ Đồng	6	2	3
Sinh Tố Mát Mát - Pasteur	24	6	4
Sinh Tố Nhung	6	2	3
Sinh Tố Thiên Nhiên	3	1	3
Sinh Tố Trần Xuân Soạn	4	1	4
Sinh Tố Vạn Kiếp - Vạn Kiếp	0	5	0
Sis's Food	0	6	0
Sivali - Cafe - Ẩm Thực Chay	7	2	3.5
Sizzlin' Steak - Aeon Mall Bình Tân	4	1	4
Sizzlin' Steak Vietnam	7	2	3.5
Sizzlin' Steak Vietnam - AEON MALL Bình Tân	8	2	4
Skewers	313	72	4.35
Skinbar - Tokkie in city	105	28	3.75
Sky 17 Cafe & Restaurant 	16	4	4
Sky 2 - Crepe & Cafe	7	2	3.5
Sky 2 - Đường số 42	5	1	5
Sky Garden - BBQ & Hot Pot	39	9	4.33
Sky Garden BBQ	160	32	5
Sky Karaoke	7	2	3.5
Sky Mart - Cửa Hàng Việt Hàn 	12	3	4
Sky Mart - Nguyễn Đức Cảnh	44	11	4
SL2 Muffin - Famous In Singapore	3	1	3
Slow & Chill Coffee - Nguyễn Huệ	205	55	3.73
Slowee Coffee & Book	10	2	5
Slowee Coffee & Books	8	2	4
Small Bear Cafe	8	2	4
Smile Coffee - Nguyễn Hữu Cầu	15	4	3.75
Smoothie Factory Vietnam - Pearl Plaza	5	1	5
Smoothies In The City	24	5	4.8
S'morin Coffee	4	1	4
S'morin Coffee - Cao Thắng	239	62	3.85
Snack Khói - Ice Cream	12	3	4
Snack Khói & Kem Mây – Open Coffee	8	2	4
snacksworld - Delivery	0	1	0
Snap Cafe & Restaurant	24	6	4
Snap Cafe & Restaurant - Trần Ngọc Diện	5	2	2.5
SNOB Coffee	37	9	4.11
SNOB Coffee - Bingsu	41	11	3.73
Snow Bings - Bingsu Kem Tuyết	24	6	4
Snow Bings - Kem Tuyết	16	4	4
SNOW BINGS - Trần Hưng Đạo	96	24	4
SNOW Cafe	44	11	4
Snow Cafe - Bingsu	4	1	4
Snow Café - Bingsu	22	6	3.67
Snow Chè	8	2	4
Snow Milk Bingsu	4	1	4
Snow Queen Spa 	12	4	3
SnowBites Tàu Hũ - Tàu Hũ Singapore	8	2	4
Snowman Beer House	0	1	0
Snowman Dessert Cafe - Vincom Mega Mall Thảo Điền	16	4	4
So Baek San - Ẩm Thực Hàn Quốc	11	3	3.67
So Coffee & Drinks	4	1	4
Sóc Chuột - Bánh Gạo Lắc Phô Mai	8	2	4
Social Club & Pool Rooftop Bar - Hotel Des Arts Saigon	6	2	3
Social Club Restaurant & Lounge	138	30	4.6
Social Pool Rooftop Bar - Hotel Des Arts Saigon	8	2	4
Socola 01292649095	5	1	5
Socola tươi - Hoàng Văn Thụ	10	2	5
Sofri Energy Cosmestic - Chăm Sóc Da	40	8	5
Soho Cafe Lounge - Nguyễn Thị Minh Khai	12	4	3
Soho Lounge Cafe - Lê Văn Lương	3	1	3
Sỏi Đá Cafe - Ngô Thời Nhiệm	12	3	4
Soju Lounge - Ẩm Thực Hàn Quốc	16	4	4
Sol 9 Cafe	8	2	4
Somtum Der - Món Ăn Thái	40	11	3.64
Somtum Der HCMC	47	11	4.27
Sơn Già - Ốc & Hải Sản	20	5	4
Sơn Nga Phở Gà - Tô Hiến Thành	6	2	3
Song - River Side - Món Hoa	13	3	4.33
Song Ngư	4	1	4
Song Nguyên - Bánh Suse Tôm Thịt	12	3	4
Sông Quê 2 - Ăn Gia Đình	3	1	3
Song Sinh - Nhà Hàng Tiệc Cưới	7	2	3.5
Sông Trăng - Bình Qưới	31	8	3.88
Sông Trăng Cháo Vịt Sài Gòn - Trần Cao Vân	4	1	4
Sông Xanh - Cafe Sân Vườn & Câu Cá	9	2	4.5
Sonic Hi-End Cafe	10	3	3.33
SONVN	4	1	4
Sora Cafe - Rooftop	8	2	4
Sora Deli - Sân bay Tân Sơn Nhất	5	1	5
Sorae Restaurant - Lounge	169	43	3.93
SORAE Sushi - Sake - Lounge	45	9	5
Sorrento Cafe - Cafe Lãng Mạn	19	5	3.8
Soul Burger	452	104	4.35
Soul Burger - Phan Bội Châu	8	2	4
Soya Tofu - Tàu Hũ Thập Cẩm	6	2	3
Spa Lavie	8	2	4
Spa Siam - TM’ Secrets Spa & Beaucty Clinic	8	2	4
Spa Trái Cây 	11	3	3.67
Spa Viet Feet - Lê Thị Riêng	8	3	2.67
Speit42	0	4	0
Spice	24	6	4
Spice Cà phê - 47 Tôn Thất Thiệp	8	2	4
Spice Càphê	0	2	0
Spice India - Nhà Hàng Ấn Độ - Bùi Viện	8	2	4
Spice India - Quan An An Do	98	33	2.97
Spice India Restaurant - Ẩm Thực Ấn Độ	6	2	3
Spuds	141	35	4.03
Square One	109	24	4.54
Star Hair - Korean Salon	16	4	4
Starbucks Coffee - Đề Thám	40	8	5
Starbucks Coffee - Đông Du	66	16	4.12
Starbucks Coffee - Emart	22	6	3.67
Starbucks Coffee - E-mart Gò Vấp	48	12	4
Starbucks Coffee - Khách sạn New World	112	28	4
Starbucks Coffee - Kumho Asiana 	23	6	3.83
Starbucks Coffee - Kumho Asiana Plaza	33	7	4.71
Starbucks Coffee - Lakai Building	16	4	4
Starbucks Coffee - Nguyễn Du	79	20	3.95
Starbucks Coffee - Nguyễn Huệ	31	8	3.88
Starbucks Coffee - Pandora City	65	15	4.33
Starbucks Coffee - Pearl Plaza	63	16	3.94
Starbucks Coffee - Phạm Hồng Thái	53	14	3.79
Starbucks Coffee - Phan Xích Long	76	19	4
Starbucks Coffee - Rex Hotel	82	20	4.1
Starbucks Coffee - Saigon Garden	55	11	5
Starbucks Coffee - SC VivoCity	8	2	4
Starbucks Coffee - Thảo Điền	40	10	4
Starbucks Coffee - Trần Văn Trà	28	7	4
Starbucks Coffee - Vivo City	70	16	4.38
Startup Coffee Chewy Junior - Trần Não	8	2	4
Stavius Coffee	125	25	5
Stavius Coffee - Lê Văn Sỹ	4	1	4
Steak Box	7	2	3.5
Steak Deli - Ẩm Thực Nướng Trên Đá	36	9	4
STEAK DELI - Bò Úc Tươi Trên Đá Nóng	7	2	3.5
Steak Viet - Phan Văn Trị	7	2	3.5
Stella Cafe	77	22	3.5
Stepup Coffee - Cafe 24h	23	7	3.29
Sticky Fingers	172	39	4.41
Stir Crazy Mongolian Grill/BBQ	5	1	5
Stix - Hải Sản Cao Cấp	4	1	4
Stoker Woodfired Grill & Bar	139	32	4.34
Stone bowl	5	1	5
Stone Bowl - Món Nhật	7	2	3.5
Stop Coffee - Nguyễn Thị Minh Khai	24	6	4
Story M Cafe	16	4	4
Story M Cafe - Retro Modern - Cổ Điển Hiện Đại	13	3	4.33
Street Food Market	18	4	4.5
Street Foods - Bánh Cam - Shop Online	8	2	4
Street Sushi - Nguyễn Thị Thập	10	3	3.33
Street Sushi - Trần Hưng Đạo	8	2	4
Style - Quán Nướng Ngói	6	2	3
su wỹ nhỏ	5	1	5
Sữa Chua Dẻo - Cách Mạng Tháng 8	8	2	4
Sữa chua dẻo Nguyễn Công Trứ	5	1	5
Sữa Chua Dẻo Sư Vạn Hạnh	8	2	4
Sữa Chua Dr.Dẻo - Sư Vạn Hạnh	12	3	4
Sữa chua Hi Chi	0	3	0
Sữa chua nếp cẩm Dưỡng Sinh	0	1	0
Sữa chua Tin Tin - Xô Viết Nghệ Tĩnh	4	1	4
Sữa đậu nành bạc hà lề đường	20	5	4
Sữa đậu nành nóng lạnh - Hậu Giang	4	1	4
Sữa Dừa 8 Tin	20	5	4
Sữa gạo Hai Mẹ	5	1	5
Sữa Hạt Sen - Hoàng Sa	6	2	3
Sữa ngô Online	0	1	0
Sữa tươi - Vĩnh Viễn	4	1	4
Sữa tươi chiên giòn - bán hàng online	5	1	5
Sữa Tươi Chiên Pun Nguyễn	3	1	3
Sữa tươi Ecomilk - Xô Viết Nghệ Tĩnh	3	1	3
Sữa Tươi Mười	44	11	4
Sữa Tươi Thanh Trùng Nguyên Chất	3	1	3
Sữa tươi Trần Đình Xu	16	4	4
Sữa Tươi Ướp Lạnh - Trần Đình Xu	8	2	4
Sữa tươi ướp lạnh Hương Chanh	5	1	5
Sữa Xanh - Sữa Thực Vật	9	2	4.5
Subeo Shop	37	8	4.62
SuBin Cupcake - Tiệm Bánh Online	8	2	4
Subway	108	32	3.38
Subway - Hồ Tùng Mậu	22	5	4.4
Subway - Phạm Ngũ Lão	15	3	5
Sugoi - Original matcha tea & Coffee House	16	4	4
Sủi Cảo - Hẻm 191 Hà Tôn Quyền	12	3	4
Sủi Cảo - Nguyễn Trãi	4	1	4
Sủi Cảo & Hủ Tiếu Mì Thập Cẩm	7	2	3.5
Sủi Cảo 162 - Hà Tôn Quyền	27	7	3.86
Sủi Cảo 193	27	7	3.86
Sủi Cảo Đại Nương	4	1	4
Sủi Cảo Đức Phát - Hà Tôn Quyền	8	2	4
Sủi Cảo Mì - Ẩm Thực Trung Hoa	4	1	4
Sủi Cảo Ngọc Ý - Hà Tôn Quyền	50	11	4.55
Sủi Cảo Ngọc Ý - Hà Tôn Quyền 	13	4	3.25
Sủi Cảo Thiên Thiên - Hà Tôn Quyền	75	18	4.17
Sukiya - Lẩu Nướng Hàn Nhật - Vincom Mega Mall Thảo Điền	8	2	4
Sul Bingsu	4	1	4
Sul Bingsu - Korean Dessert & Coffee - Nguyễn Trãi	101	26	3.88
Sul Bingsu - Nguyễn Trãi	120	30	4
SUMI CAKE - Quang Trung	4	1	4
Sumo BBQ - Buffet Nướng & Lẩu - SC VivoCity	4	1	4
Sumo BBQ - Cao Thắng	4	1	4
Sumo BBQ - Cao Thắng - Buffet Nướng & Lẩu	39	11	3.55
Sumo BBQ - Lê Lai	8	2	4
Sumo BBQ - Lê Lai - Buffet Nướng & Lẩu	78	20	3.9
Sumo BBQ - Lê Văn Sỹ - Buffet Nướng & Lẩu	41	11	3.73
Sumo BBQ - Nguyễn Đình Chiểu - Buffet Nướng & Lẩu	59	15	3.93
Sumo BBQ - Phan Xích Long - Buffet Nướng & Lẩu	43	11	3.91
Sumo BBQ - Quang Trung - Buffet Nướng & Lẩu	12	4	3
Sumo BBQ - SC ViVo City - Buffet Nướng & Lẩu	16	4	4
Sumo BBQ - Vincom - Buffet Nướng & Lẩu	64	16	4
Sumo BBQ - Vincom Center - Buffet Nướng & Lẩu	22	6	3.67
Sumo BBQ - Vincom Mega Mall Thảo Điền - Buffet Nướng & Lẩu	18	5	3.6
SumoBBQ - Quang Trung	8	2	4
Sun	10	2	5
Sun Merry - Tú Xương	92	23	4
Sungela Ice Cream	9	2	4.5
Sunny Bakery	15	3	5
Sunrise Bakery 	4	1	4
Sunway Tea & Coffee 	3	1	3
Suối Mơ - Karaoke & Coffee	8	2	4
Suối Mơ 2 - Vĩnh Lộc	8	2	4
Suối Mơ Karaoke - Cafe	6	2	3
Sườn Cây - Cộng Hoà	40	10	4
Sườn cây - Kinh Dương Vương	10	2	5
Sườn cây - Phan Đăng Lưu	14	3	4.67
Sườn cây Nướng & Beer	13	7	1.86
Sườn Cây Nướng & Beer - Kinh Dương Vương	47	12	3.92
Sườn Cây Nướng & Beer - Phan Đăng Lưu	8	2	4
Sườn Cây Nướng & Beer - Quang Trung	43	9	4.78
Sườn Cây Nướng & Beer - Quang Trung 	4	1	4
Sườn Cây Nướng & Beer Vũng Tàu	49	11	4.45
Sườn Cây Nướng và Beer	4	1	4
Sườn Muối Ớt - Phạm Văn Đồng	5	2	2.5
Sườn Number 1	7	2	3.5
Sườn nướng Cao bồi	12	3	4
Sườn Nướng Cao Bồi & Beer	6	2	3
Suon Nuong Han Quoc	38	12	3.17
Sườn Nướng Hàn Quốc	19	6	3.17
Súp Cua - 69 Nguyễn Thông	7	2	3.5
Súp Cua - Đường Số 3	11	3	3.67
Súp Cua - Hoa Cúc	7	2	3.5
Súp cua - Tân Hưng	9	2	4.5
Súp Cua Bong Bóng Cá - Lương Nhữ Học	7	2	3.5
Súp Cua Bong Bóng Cá - Lưỡng Như Học	5	1	5
Súp Cua Chanh Đá Xay	6	2	3
Súp Cua Chợ Thiếc 	17	4	4.25
Súp Cua Dì Mười	8	2	4
Súp cua Hằng - Chợ 200 	4	1	4
Súp Cua Hạnh - Đinh Tiên Hoàng	7	2	3.5
Súp cua Hạnh - Phạm Văn Hai	4	1	4
Súp Cua Hạnh - Sư Vạn Hạnh	27	10	2.7
Súp Cua Hoa - Ô Chợ Dừa	5	1	5
Súp cua Nam Phương	3	1	3
Súp Cua Nhà Thờ Đức Bà	26	7	3.71
Súp cua nhà thờ Đức Bà - 86 Nguyễn Du	18	6	3
Súp Cua Soup Bông - Mạc Đĩnh Chi	7	2	3.5
Súp Cua Thập Cẩm - Hoa Phượng	8	2	4
Súp Cua Trang	10	2	5
Súp Hạt Sen - Đường Số 10	4	1	4
Súp Xương Bò Hàn Quốc - Phạm Văn Nghị Bắc	8	2	4
Super 9Fair - Cung Văn Hóa Lao Động	12	3	4
Super 9Fair Phú Thọ	13	3	4.33
Super Prime Pizza - E Mart Gò Vấp	8	2	4
Superbowl - Diamond Plaza	12	3	4
Superbowl - Tân Sơn Nhất	12	3	4
Suri - Bánh Crepe Sầu Riêng Kem	8	2	4
Su's home	15	5	3
Susalan - Coffee & Food	8	2	4
Sushi - Lotte Mart Lê Đại Hành	5	1	5
Sushi & BBQ Miya	23	6	3.83
Sushi & Que - Thành Thái	38	10	3.8
Sushi 1K - Quang Trung	13	3	4.33
Sushi 7 - Nguyễn Xuân Khoát	9	3	3
Sushi 79	5	1	5
Sushi 88	4	1	4
Sushi 88 - Nguyễn Thị Thập	83	21	3.95
Sushi Co Chu Nho	61	16	3.81
Sushi Cô Chủ Nhỏ	44	11	4
Sushi Cô Chủ Nhỏ 	8	2	4
Sushi Cô Chủ Nhỏ - 527A Nguyễn Tri Phương	21	6	3.5
Sushi Cô Chủ Nhỏ - Trần Hưng Đạo	28	6	4.67
Sushi Cô Chủ Nhỏ MH	12	4	3
Sushi Dining AOI	81	22	3.68
Sushi Dining AOI - Món Nhật	6	2	3
Sushi Doo	12	3	4
Sushi Đường Phố - Phan Văn Trị	27	9	3
Sushi Đường Phố - Sake Kissho	8	2	4
Sushi Đường Phố - Sushi Viên	12	3	4
Sushi Hokkaido Sachi	119	28	4.25
Sushi Hokkaido Sachi - Đông Du	44	11	4
Sushi Hokkaido Sachi - Nguyễn Trãi	55	11	5
Sushi Hokkaido Sachi - Vincom Center	64	16	4
Sushi Hokkaido Sachi 北海道サチ - Đông Du	28	7	4
Sushi Hokkaido Sachi 北海道サチ - Nguyễn Trãi	24	6	4
Sushi King	88	35	2.51
Sushi King - AEON Mall	47	13	3.62
Sushi lề đường Nguyễn Văn Cừ	6	3	2
Sushi M&H - Nguyễn Văn Cừ	19	7	2.71
Sushi Mập	10	3	3.33
Sushi Maru	8	2	4
Sushi Maru - Lê Quang Định	12	3	4
Sushi Masa	20	5	4
Sushi Masa - Thạch Thị Thanh	22	5	4.4
Sushi Miya	4	1	4
Sushi Moon	4	1	4
Sushi Moon - 107 đường 10	8	2	4
Sushi Moon - Đường 10 Cư Xá Ra Đa	24	6	4
Sushi N 	10	2	5
Sushi Nana	3	1	3
Sushi Nhí - Nguyễn Công Trứ	10	5	2
Sushi Nhox Tino	7	2	3.5
Sushi Nobita	84	21	4
Sushi Phước Ngư Đông Hải	8	2	4
Sushi REI	123	27	4.56
Sushi Rei - By Masuda	9	2	4.5
Sushi Sakura - Sư Vạn Hạnh	60	15	4
Sushi Shin - Sushi Vỉa Hè	4	1	4
Sushi Sun	33	7	4.71
Sushi Tân Quang Thủ Đức - Miya Sushi & BBQ	0	6	0
Sushi Tei - Lý Tự Trọng	15	4	3.75
Sushi Tei Vietnam - Lý Tự Trọng	76	19	4
SuShi Thủ Đức - Phú Châu	24	6	4
Sushi Tony	20	4	5
Sushi Truhobakunhu	4	1	4
Sushi Uraetei	4	1	4
Sushi Uraetei - Crescent Mall	20	5	4
Sushi Viên	26	9	2.89
Sushi viên - Nguyễn Thái Học	32	8	4
Sushi Viên - Nguyễn Tiểu La	60	17	3.53
Sushi Viên - Nguyễn Tri Phương	3	1	3
Sushi viên - Takoyaki - Nguyễn Tri Phương	9	3	3
Sushi Viên Phương Mập - Hoàng Diệu	34	11	3.09
Sushi Viên Phương Mập - Nguyễn Thái Học	20	5	4
Sushi World - Lê Thánh Tôn	9	2	4.5
SuSu Bakery - 100% HomeMade	6	2	3
Susu Cake	65	13	5
Susu Cupcakes - Shop Bánh Online	36	9	4
SuSu Quán - Món Ăn Hàn Quốc	6	2	3
Suzuki Ramen Bar	12	3	4
Swan Palace - Nhà Hàng Tiệc Cưới	7	2	3.5
SWEBI Coffee	24	6	4
Sweet & Sour Cakery - Ngô Quang Huy	18	5	3.6
Sweet Home Bakery - Cao Thắng	5	1	5
Sweet Home Bakery - Hòa Bình	6	2	3
Sweet Home Bakery Cafe	35	7	5
Sweet Hut - Tân Khai	4	1	4
Sweetie Bakery - Online Bakery	0	13	0
Sweets - đồ ăn Online	4	1	4
Sweets Homemade	17	4	4.25
Swiss House Saigon	115	26	4.42
T - Korea - Mì Cay & Ăn Vặt - Vĩnh Viễn	24	6	4
T Candy Shop	9	2	4.5
T&H Peach Tea	5	1	5
T.A Trà Sữa & Boardgame	16	4	4
Tạ Tuyết Ngân - Ăn Vặt & Trà Sữa	27	7	3.86
TABU Coffee	3	1	3
Tắc Có - Bánh Canh Cua	4	1	4
Tac Ke Cafe - Phan Văn Trị	8	2	4
TacoLeo	180	45	4
TacoLeo - Ẩm Thực Mexico	12	3	4
Tacos và Trà sữa TGT 	3	1	3
Tài Ký - Đặc Sản Dê	2	1	2
Tài Vượng Quán 2 - Lẩu & Nướng - Phạm Văn Đồng	8	2	4
Taj Mahal	93	27	3.44
Taj Mahal Restaurant	119	27	4.41
Tajmasago Buffet & Cafe - Lâu Đài Trắng	20	5	4
TAKE COFFEE	55	11	5
Take Coffee - Lê Văn Sỹ	8	2	4
Take Coffee - Tô Hiến Thành	10	3	3.33
Take Coffee - Trần Phú	9	2	4.5
Tako Oh! - Bánh Mực Nướng, Bạch Tuộc	12	3	4
Tako Oh! - Nguyễn Thái Học	40	10	4
Takoyaki - An Dương Vương	6	2	3
Takoyaki - Bánh bạch tuộc Ngô Tất Tố	5	1	5
Takoyaki - Bánh Bạch Tuộc Nhật Bản	25	6	4.17
Takoyaki - Dĩ An	5	1	5
Takoyaki - Nguyễn Biểu	5	2	2.5
Takoyaki - Thành Thái	4	1	4
Takoyaki - Thoại Ngọc hầu	9	2	4.5
Takoyaki - Trần Hưng Đạo	4	1	4
Takoyaki & Arigato - Japan Street Food	23	6	3.83
Takoyaki Ava	4	1	4
Takoyaki ICHI	8	2	4
Takoyaki Nguyễn Văn Lạc - Bánh Bạch Tuộc	4	1	4
Takoyaki phô mai - Nguyễn Kim	7	2	3.5
Takoyaki PuTu 	4	1	4
Takoyaki PuTu - Bánh Bánh Tuộc Vỉa Hè	8	2	4
Tam hà ,thu duc	19	5	3.8
Tam Hao	95	22	4.32
